what articles exist which deal with tss time sharing system an operating system for ibm computers
Found 100 hits.
78. CACM-2659.html 4.931704
79. CACM-2542.html 4.890029
80. CACM-1366.html 4.8842063
81. CACM-1746.html 4.8767805
82. CACM-0249.html 4.859821
83. CACM-0464.html 4.8420773
84. CACM-1162.html 4.8420773
85. CACM-2718.html 4.8420773
86. CACM-1098.html 4.803387
87. CACM-1703.html 4.796718
88. CACM-2705.html 4.796718
89. CACM-1783.html 4.729505
90. CACM-2424.html 4.728865
91. CACM-2111.html 4.692775
92. CACM-1456.html 4.6613374
93. CACM-0070.html 4.63745
94. CACM-1007.html 4.63745
95. CACM-2746.html 4.6161957
96. CACM-1392.html 4.609254
97. CACM-1459.html 4.5520988
98. CACM-2064.html 4.536267
99. CACM-2179.html 4.536267
100. CACM-1658.html 4.494965
im interested in mechanisms for communicating between disjoint processes possibly but not exclusively in a distributed environment i would rather see descriptions of complete mechanisms with or without implementations as opposed to theoretical work on the abstract problem remote procedure calls and message-passing are examples of my interests
Found 100 hits.
1. CACM-2377.html 27.144169
2. CACM-3043.html 26.47496
3. CACM-3128.html 26.470993
4. CACM-2939.html 21.758522
5. CACM-3141.html 19.912546
6. CACM-3049.html 19.430077
7. CACM-1135.html 18.46706
8. CACM-2342.html 18.339132
9. CACM-2895.html 16.446468
10. CACM-2519.html 16.215637
11. CACM-2438.html 15.787285
12. CACM-2439.html 15.710196
13. CACM-2931.html 15.339051
14. CACM-2844.html 15.1817045
15. CACM-2848.html 15.039525
16. CACM-2851.html 14.770809
17. CACM-2376.html 14.703966
18. CACM-2314.html 14.37189
19. CACM-0616.html 14.332873
20. CACM-0483.html 14.201578
21. CACM-2742.html 14.160739
22. CACM-3148.html 14.124243
23. CACM-2870.html 13.857378
24. CACM-3103.html 13.828796
25. CACM-2958.html 13.81424
26. CACM-2371.html 13.734018
27. CACM-1506.html 13.574152
28. CACM-2905.html 13.036863
29. CACM-2767.html 13.008802
30. CACM-2949.html 12.697227
31. CACM-3105.html 12.628405
32. CACM-1014.html 12.523001
33. CACM-0409.html 12.499091
34. CACM-2969.html 12.49668
35. CACM-2558.html 12.456368
36. CACM-2080.html 12.243624
37. CACM-1829.html 12.181661
38. CACM-3188.html 12.091761
39. CACM-2816.html 12.070728
40. CACM-2920.html 11.909429
41. CACM-1323.html 11.761781
42. CACM-2890.html 11.7270155
43. CACM-1626.html 11.7020645
44. CACM-1458.html 11.680237
45. CACM-2626.html 11.584057
46. CACM-1742.html 11.553424
47. CACM-3073.html 11.436142
48. CACM-2932.html 11.426701
49. CACM-1248.html 11.385303
50. CACM-2721.html 11.229378
51. CACM-3018.html 11.135494
52. CACM-2356.html 11.112448
53. CACM-1099.html 11.076224
54. CACM-2900.html 10.986321
55. CACM-2383.html 10.944782
56. CACM-1527.html 10.930607
57. CACM-2840.html 10.776159
58. CACM-1943.html 10.768549
59. CACM-2060.html 10.746242
60. CACM-0435.html 10.744459
61. CACM-2940.html 10.714096
62. CACM-1681.html 10.670563
63. CACM-2632.html 10.6493845
64. CACM-2936.html 10.6493845
65. CACM-3171.html 10.533211
66. CACM-1485.html 10.531993
67. CACM-1908.html 10.460369
68. CACM-1484.html 10.356008
69. CACM-1727.html 10.347892
70. CACM-3057.html 10.280871
71. CACM-1534.html 10.23033
72. CACM-1905.html 10.090964
73. CACM-1180.html 10.073075
74. CACM-2020.html 10.053817
75. CACM-3021.html 10.022054
76. CACM-2684.html 10.013468
77. CACM-2912.html 9.907707
78. CACM-2929.html 9.84643
79. CACM-1931.html 9.769985
80. CACM-0069.html 9.707969
81. CACM-1012.html 9.590672
82. CACM-1710.html 9.582319
83. CACM-1469.html 9.398985
84. CACM-2877.html 9.396011
85. CACM-2457.html 9.392967
86. CACM-3064.html 9.314248
87. CACM-1518.html 9.30678
88. CACM-3120.html 9.306634
89. CACM-1595.html 9.24254
90. CACM-2134.html 9.211803
91. CACM-2665.html 9.145658
92. CACM-2541.html 9.05768
93. CACM-1399.html 8.997795
94. CACM-2396.html 8.990444
95. CACM-1651.html 8.937646
96. CACM-2017.html 8.910836
97. CACM-1682.html 8.884035
98. CACM-2619.html 8.846836
99. CACM-1463.html 8.839085
100. CACM-2536.html 8.832724
id like papers on design and implementation of editing interfaces window-managers command interpreters etc the essential issues are human interface design with views on improvements to user efficiency effectiveness and satisfaction
Found 100 hits.
1. CACM-1829.html 21.695448
2. CACM-2035.html 21.058853
3. CACM-2321.html 19.14765
4. CACM-2299.html 17.810589
5. CACM-2629.html 17.679081
6. CACM-1188.html 16.801731
7. CACM-3050.html 16.264732
8. CACM-1923.html 15.648454
9. CACM-1698.html 15.374013
10. CACM-3147.html 15.317443
11. CACM-2003.html 15.2724905
12. CACM-1605.html 15.098873
13. CACM-3102.html 14.4459095
14. CACM-1937.html 14.397846
15. CACM-1742.html 14.243877
16. CACM-2873.html 14.217342
17. CACM-2357.html 13.838985
18. CACM-3011.html 13.617268
19. CACM-2106.html 13.53919
20. CACM-1409.html 13.448571
21. CACM-1978.html 13.309969
22. CACM-1699.html 13.251036
23. CACM-1960.html 13.187048
24. CACM-0251.html 13.052947
25. CACM-1571.html 12.765382
26. CACM-2138.html 12.411716
27. CACM-2786.html 12.297155
28. CACM-0892.html 12.262566
29. CACM-2247.html 12.241709
30. CACM-1671.html 12.143603
31. CACM-3137.html 11.837195
32. CACM-2534.html 11.816194
33. CACM-1392.html 11.792797
34. CACM-2169.html 11.75942
35. CACM-2812.html 11.478241
36. CACM-1408.html 11.336186
37. CACM-2145.html 11.153981
38. CACM-2716.html 10.885574
39. CACM-2542.html 10.654486
40. CACM-1747.html 10.630728
41. CACM-1053.html 10.608089
42. CACM-2399.html 10.531186
43. CACM-1238.html 10.506401
44. CACM-1682.html 10.423006
45. CACM-2105.html 10.392928
46. CACM-3012.html 10.376748
47. CACM-3035.html 10.3592415
48. CACM-1764.html 10.34556
49. CACM-2469.html 10.337209
50. CACM-2483.html 10.243884
51. CACM-1746.html 10.229395
52. CACM-2867.html 10.113785
53. CACM-1395.html 10.041237
54. CACM-2820.html 10.014494
55. CACM-1853.html 9.990898
56. CACM-2947.html 9.965023
57. CACM-1252.html 9.900085
58. CACM-0679.html 9.711289
59. CACM-1502.html 9.694339
60. CACM-1281.html 9.510614
61. CACM-2622.html 9.44053
62. CACM-2514.html 9.399619
63. CACM-3030.html 9.311215
64. CACM-2887.html 9.246159
65. CACM-2218.html 9.226946
66. CACM-1465.html 9.194174
67. CACM-2522.html 9.147361
68. CACM-3040.html 9.099685
69. CACM-1435.html 8.9634075
70. CACM-1534.html 8.956923
71. CACM-2546.html 8.956923
72. CACM-2959.html 8.951317
73. CACM-1603.html 8.926371
74. CACM-3031.html 8.859238
75. CACM-2358.html 8.857142
76. CACM-1270.html 8.846424
77. CACM-1612.html 8.846424
78. CACM-1602.html 8.841163
79. CACM-2960.html 8.834367
80. CACM-2718.html 8.795686
81. CACM-3190.html 8.769302
82. CACM-2439.html 8.743223
83. CACM-3144.html 8.724422
84. CACM-2078.html 8.720389
85. CACM-2252.html 8.714769
86. CACM-2314.html 8.631957
87. CACM-1646.html 8.584582
88. CACM-1572.html 8.566072
89. CACM-2841.html 8.562343
90. CACM-3025.html 8.524944
91. CACM-1030.html 8.516138
92. CACM-2950.html 8.480081
93. CACM-1962.html 8.476721
94. CACM-2738.html 8.46864
95. CACM-2151.html 8.316372
96. CACM-2957.html 8.294641
97. CACM-2407.html 8.281101
98. CACM-2527.html 8.183067
99. CACM-2036.html 8.16194
100. CACM-3202.html 8.065872
interested in articles on robotics motion planning particularly the geometric and combinatorial aspects we are not interested in the dynamics of arm motion
Found 100 hits.
1. CACM-2826.html 22.777336
2. CACM-2828.html 15.694908
3. CACM-0438.html 15.5072
4. CACM-0435.html 13.927106
5. CACM-1543.html 13.716425
6. CACM-2230.html 13.038681
7. CACM-2721.html 12.887686
8. CACM-0695.html 11.904247
9. CACM-1014.html 11.554053
10. CACM-2931.html 11.155508
11. CACM-0492.html 10.935031
12. CACM-0531.html 10.771385
13. CACM-0605.html 10.730011
14. CACM-1867.html 10.649745
15. CACM-2873.html 10.399312
16. CACM-1341.html 10.1082535
17. CACM-1397.html 9.208322
18. CACM-1623.html 9.208322
19. CACM-1234.html 9.035676
20. CACM-3035.html 8.653022
21. CACM-1365.html 8.645618
22. CACM-0242.html 8.599486
23. CACM-0670.html 8.08558
24. CACM-0417.html 8.032946
25. CACM-2753.html 7.7913055
26. CACM-1664.html 7.65434
27. CACM-2671.html 7.6069255
28. CACM-2078.html 7.3851295
29. CACM-2389.html 7.3851295
30. CACM-1698.html 7.3036885
31. CACM-1009.html 7.266713
32. CACM-2176.html 7.2447124
33. CACM-2187.html 7.0841346
34. CACM-3198.html 7.0438476
35. CACM-3185.html 6.9996834
36. CACM-0530.html 6.7949066
37. CACM-1186.html 6.774374
38. CACM-1148.html 6.7293854
39. CACM-1634.html 6.6525087
40. CACM-2707.html 6.622129
41. CACM-0616.html 6.5490947
42. CACM-0697.html 6.4185286
43. CACM-3154.html 6.353941
44. CACM-0705.html 6.2902875
45. CACM-2417.html 6.2902875
46. CACM-2836.html 6.2529535
47. CACM-0888.html 6.112797
48. CACM-2087.html 6.055838
49. CACM-1385.html 6.0373764
50. CACM-0704.html 5.9999313
51. CACM-2485.html 5.9968414
52. CACM-3172.html 5.9968414
53. CACM-2505.html 5.8911586
54. CACM-0887.html 5.838238
55. CACM-1885.html 5.8280616
56. CACM-2319.html 5.8280616
57. CACM-1046.html 5.816348
58. CACM-2167.html 5.7400436
59. CACM-0768.html 5.735198
60. CACM-3040.html 5.704147
61. CACM-3188.html 5.6884556
62. CACM-0767.html 5.4928393
63. CACM-1113.html 5.4677815
64. CACM-1001.html 5.266844
65. CACM-3150.html 5.258898
66. CACM-1368.html 5.186026
67. CACM-2502.html 5.10678
68. CACM-0397.html 5.09427
69. CACM-2909.html 5.0597596
70. CACM-3033.html 5.0003605
71. CACM-3030.html 4.9866734
72. CACM-2804.html 4.9490786
73. CACM-1621.html 4.919725
74. CACM-2150.html 4.89914
75. CACM-2231.html 4.89914
76. CACM-3156.html 4.89914
77. CACM-1047.html 4.779684
78. CACM-1978.html 4.778672
79. CACM-2772.html 4.5988755
80. CACM-2705.html 4.5869064
81. CACM-0281.html 4.45414
82. CACM-2406.html 4.4434958
83. CACM-2769.html 4.441468
84. CACM-1541.html 4.329021
85. CACM-1088.html 4.309792
86. CACM-2666.html 4.2389326
87. CACM-2834.html 4.2389326
88. CACM-3135.html 4.2231007
89. CACM-0755.html 4.2035108
90. CACM-1184.html 4.2035108
91. CACM-1262.html 4.2035108
92. CACM-2306.html 4.201057
93. CACM-2399.html 4.1398706
94. CACM-1517.html 4.106266
95. CACM-2547.html 4.0552845
96. CACM-2667.html 4.0552845
97. CACM-0971.html 4.0226946
98. CACM-0731.html 3.9897554
99. CACM-3047.html 3.9888914
100. CACM-2633.html 3.949852
i am interested in distributed algorithms - concurrent programs in which processes communicate and synchronize by using message passing areas of particular interest include fault-tolerance and techniques for understanding the correctness of these algorithms
Found 100 hits.
1. CACM-3043.html 36.146046
2. CACM-3128.html 23.400433
3. CACM-2912.html 23.148964
4. CACM-3141.html 22.392393
5. CACM-2949.html 21.901499
6. CACM-2376.html 20.423908
7. CACM-1623.html 20.331694
8. CACM-2865.html 19.440538
9. CACM-2903.html 19.35804
10. CACM-3148.html 18.893162
11. CACM-2342.html 17.39887
12. CACM-3006.html 17.076254
13. CACM-2111.html 16.051886
14. CACM-2890.html 16.020699
15. CACM-2740.html 15.480629
16. CACM-1854.html 14.953295
17. CACM-2871.html 14.807745
18. CACM-3014.html 14.369387
19. CACM-1381.html 14.321935
20. CACM-2424.html 14.10902
21. CACM-2950.html 13.862119
22. CACM-1397.html 13.831445
23. CACM-2320.html 13.786005
24. CACM-1948.html 13.568935
25. CACM-1551.html 13.5112295
26. CACM-2902.html 13.444284
27. CACM-2208.html 13.2604065
28. CACM-3104.html 13.121624
29. CACM-2306.html 13.112458
30. CACM-1145.html 13.064688
31. CACM-2317.html 13.012918
32. CACM-1698.html 12.912833
33. CACM-2276.html 12.739393
34. CACM-2860.html 12.732497
35. CACM-1626.html 12.708175
36. CACM-2895.html 12.707958
37. CACM-2674.html 12.68931
38. CACM-2905.html 12.635197
39. CACM-3021.html 12.616899
40. CACM-1553.html 12.443836
41. CACM-2033.html 12.305091
42. CACM-1923.html 12.151001
43. CACM-3078.html 12.140384
44. CACM-2402.html 12.10319
45. CACM-2657.html 12.04545
46. CACM-2273.html 11.891098
47. CACM-2862.html 11.840202
48. CACM-1135.html 11.839322
49. CACM-0046.html 11.808762
50. CACM-1749.html 11.7822485
51. CACM-0616.html 11.737433
52. CACM-2454.html 11.715054
53. CACM-2972.html 11.714802
54. CACM-2326.html 11.677521
55. CACM-1440.html 11.589414
56. CACM-2325.html 11.570697
57. CACM-2795.html 11.50237
58. CACM-2142.html 11.495037
59. CACM-2094.html 11.45922
60. CACM-1237.html 11.36084
61. CACM-2216.html 11.356741
62. CACM-1458.html 11.266888
63. CACM-0270.html 11.2445345
64. CACM-2884.html 11.183247
65. CACM-2520.html 11.1725235
66. CACM-2379.html 11.126257
67. CACM-2896.html 11.105641
68. CACM-3031.html 11.044913
69. CACM-2389.html 11.030639
70. CACM-2016.html 11.029094
71. CACM-2439.html 11.00747
72. CACM-3134.html 10.985563
73. CACM-3054.html 10.940427
74. CACM-2668.html 10.93448
75. CACM-2981.html 10.92716
76. CACM-2716.html 10.918262
77. CACM-2324.html 10.876909
78. CACM-2665.html 10.86606
79. CACM-1771.html 10.771248
80. CACM-2849.html 10.718809
81. CACM-3075.html 10.7075205
82. CACM-2268.html 10.611144
83. CACM-2618.html 10.603906
84. CACM-1601.html 10.585779
85. CACM-0855.html 10.456387
86. CACM-0371.html 10.442789
87. CACM-2863.html 10.433048
88. CACM-2828.html 10.425191
89. CACM-2373.html 10.392832
90. CACM-2226.html 10.309357
91. CACM-1353.html 10.295681
92. CACM-2851.html 10.291832
93. CACM-1609.html 10.249837
94. CACM-1160.html 10.245049
95. CACM-2581.html 10.224204
96. CACM-3166.html 10.176036
97. CACM-1427.html 10.151732
98. CACM-1877.html 10.125238
99. CACM-2080.html 10.115576
100. CACM-2541.html 10.083691
addressing schemes for resources in networks resource addressing in network operating systems
Found 100 hits.
1. CACM-2625.html 23.456188
2. CACM-2951.html 19.204052
3. CACM-2541.html 18.725111
4. CACM-2371.html 16.427929
5. CACM-2500.html 15.565596
6. CACM-2776.html 15.392796
7. CACM-3032.html 15.069899
8. CACM-1752.html 14.772205
9. CACM-1685.html 14.6257
10. CACM-1877.html 14.444299
11. CACM-2949.html 14.129009
12. CACM-1869.html 13.582881
13. CACM-2499.html 13.22974
14. CACM-2482.html 13.168667
15. CACM-1611.html 13.131088
16. CACM-2858.html 12.802243
17. CACM-1785.html 12.654831
18. CACM-1695.html 12.63326
19. CACM-2194.html 12.487991
20. CACM-2830.html 12.112733
21. CACM-2522.html 12.062419
22. CACM-2197.html 11.998648
23. CACM-0912.html 11.9955
24. CACM-1751.html 11.828262
25. CACM-2920.html 11.760933
26. CACM-0492.html 11.6991825
27. CACM-1261.html 11.687246
28. CACM-2860.html 11.676518
29. CACM-2614.html 11.657127
30. CACM-2892.html 11.634401
31. CACM-2020.html 11.570685
32. CACM-3083.html 11.482406
33. CACM-1928.html 11.446533
34. CACM-2095.html 11.403633
35. CACM-1677.html 11.2432
36. CACM-1680.html 11.242599
37. CACM-2991.html 11.117882
38. CACM-3133.html 10.865822
39. CACM-2358.html 10.759846
40. CACM-2543.html 10.690086
41. CACM-2597.html 10.682228
42. CACM-1723.html 10.4864025
43. CACM-2080.html 10.357176
44. CACM-2109.html 10.333564
45. CACM-3053.html 10.333564
46. CACM-1754.html 10.264318
47. CACM-2320.html 10.029737
48. CACM-2379.html 9.972672
49. CACM-2219.html 9.936328
50. CACM-0828.html 9.934565
51. CACM-3040.html 9.793584
52. CACM-2515.html 9.772687
53. CACM-3126.html 9.734336
54. CACM-2501.html 9.687399
55. CACM-2969.html 9.577831
56. CACM-3158.html 9.545807
57. CACM-3127.html 9.360228
58. CACM-0332.html 9.296248
59. CACM-2632.html 9.173695
60. CACM-0040.html 9.11729
61. CACM-2712.html 9.085381
62. CACM-1938.html 8.884896
63. CACM-1879.html 8.856678
64. CACM-2203.html 8.856678
65. CACM-3068.html 8.848675
66. CACM-0441.html 8.786264
67. CACM-2258.html 8.5286
68. CACM-2849.html 8.495444
69. CACM-2297.html 8.252858
70. CACM-2128.html 8.163891
71. CACM-1735.html 7.9576693
72. CACM-1846.html 7.9232388
73. CACM-1462.html 7.8041296
74. CACM-1461.html 7.6526847
75. CACM-1591.html 7.585508
76. CACM-3072.html 7.583988
77. CACM-0615.html 7.4968333
78. CACM-2578.html 7.365884
79. CACM-3110.html 7.3197284
80. CACM-2988.html 7.3132763
81. CACM-2111.html 7.3093452
82. CACM-1728.html 7.2560043
83. CACM-2274.html 7.181889
84. CACM-1505.html 7.1384873
85. CACM-3076.html 7.1209087
86. CACM-2900.html 7.0928764
87. CACM-2867.html 7.091869
88. CACM-3092.html 6.986655
89. CACM-1247.html 6.95798
90. CACM-3088.html 6.955514
91. CACM-1750.html 6.944501
92. CACM-2317.html 6.9317303
93. CACM-2840.html 6.9181767
94. CACM-2485.html 6.8185396
95. CACM-0008.html 6.810909
96. CACM-2319.html 6.807585
97. CACM-2372.html 6.760441
98. CACM-2798.html 6.749466
99. CACM-0003.html 6.743017
100. CACM-0071.html 6.6877646
security considerations in local networks network operating systems and distributed systems
Found 100 hits.
1. CACM-2849.html 22.07117
2. CACM-2949.html 21.510923
3. CACM-3068.html 19.626856
4. CACM-2372.html 17.612694
5. CACM-2578.html 17.049038
6. CACM-3082.html 16.552898
7. CACM-3158.html 16.44791
8. CACM-3174.html 15.679245
9. CACM-2951.html 15.599115
10. CACM-2776.html 15.392796
11. CACM-2621.html 15.366228
12. CACM-2371.html 15.107487
13. CACM-1685.html 14.6257
14. CACM-3137.html 14.374202
15. CACM-1928.html 13.978365
16. CACM-1695.html 13.871859
17. CACM-2969.html 13.740231
18. CACM-3128.html 13.403673
19. CACM-1750.html 13.263556
20. CACM-1745.html 13.252377
21. CACM-3141.html 12.54854
22. CACM-1747.html 12.4219475
23. CACM-2870.html 12.403219
24. CACM-3043.html 12.362034
25. CACM-3076.html 12.335544
26. CACM-3011.html 12.000826
27. CACM-2197.html 11.998648
28. CACM-1808.html 11.724018
29. CACM-1261.html 11.687246
30. CACM-2614.html 11.657127
31. CACM-2424.html 11.503975
32. CACM-3148.html 11.266525
